Section,section_id,req_id,Test Availability,Annotation? ,New Req for R?,New CTS for R?,class_def,method,module,Comment(internal) e.g. why a test is not possible ,Comment (external) ,New vs Updated(Q),CTS Bug Id ,CDD Bug Id,CDD CL,Area,Shortened,Test Level,,external version,,,
,7.4.4,C-4-1,Test Available,,,,android.app.cts.SystemFeaturesTest,testCameraFeaures(),CtsAppTestCases,,,,,,,Connectivity (NFC / BT / USB),Connectivity,2,,,,,
,7.4.4,C-4-2,Not testable,,,,,,,,,,,,,Connectivity (NFC / BT / USB),Connectivity,-1,,,,,
,7.4.5.2,C-0-3,Test Available,,,,,,,,,,,,,Connectivity (NFC / BT / USB),Connectivity,1,Default not testable by CTS,,,,
,7.4.5.2,C-0-4,Test Available,,,,,,,,,,,,,Connectivity (NFC / BT / USB),Connectivity,2,,,,,
,7.4.5.2,C-0-5,Not testable,,,,android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest,testLegacyCameraDeviceParity,CtsCamera2TestCases,,,,,,,Connectivity (Wifi / Telephony / Modem),Connectivity,-1,,,,,
,7.4.5.2,C-0-6,Test Available,,,,,,,,,,,,,Connectivity (Wifi / Telephony / Modem),Connectivity,2,,,,,
,7.4.5.2,C-1-1,Test Missing,,,,android.hardware.cts.CameraTest,"testParametersByCamera
testPreviewCallbackByCamera",CtsCameraTestCases,No Traction,,,74071373,,,Connectivity (Wifi / Telephony / Modem),Connectivity,0,,,,,
,7.4.5.2,C-2-1,Test Missing,,,,com.android.cts.verifier.camera.intents.CameraIntentsActivity,com.android.cts.verifier.camera.intents.CameraIntentsActivity.*,CtsVerifierCameraTestCases,No Traction,,,74071373,,,Connectivity (Wifi / Telephony / Modem),Connectivity,0,,,,,
,7.4.5.2,C-3-1,Test Missing,,,,android.hardware.cts.CameraTest,"testParametersByCamera
testPreviewCallbackByCamera",CtsCameraTestCases,No Traction,,,74071373,,,Connectivity (Wifi / Telephony / Modem),Connectivity,0,,,,,
,7.4.5.2,C-4-1,,,Yes,,com.android.cts.verifier.camera.formats.CameraFormatsActivity,N/A,CtsVerifierCameraTestCases,,,,,,,,,,,,,,
,7.4.5.3,C-1-2,,,Yes,,"android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest
android.hardware.camera2.cts.ImageReaderTest","testStreamConfigurationMap
testYuvAndJpeg","CtsVerifierCameraTestCases
CtsCamera2TestCases",,,,,,,,,,,,,,
,7.4.5.3,C-1-3,,,Yes,,android.hardware.cts.CameraTest,testTakePicture,CtsCameraTestCases,,,,,,,,,,,,,,
,7.4.5.3,C-1-4,,,Yes,,android.hardware.cts.CameraTest,assertParameters,CtsCameraTestCases,,,,,,,,,,,,,,
,7.4.5.3,C-1-5,,,Yes,,android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest,expectKeyAvailable,CtsCameraTestCases,,,,,,,,,,,,,,
,7.4.7,C-2-1,Test Available,,,,"android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest
android.app.cts.SystemFeaturesTest","testStreamConfigurationMap()
checkCamera2Features()",CtsCameraTestCases,,,,,,,Connectivity (Wifi / Telephony / Modem),Connectivity,2,,,,,
,7.4.7,C-2-2,Test Available,,,,com.android.cts.verifier.camera.intents.CameraIntentsActivity,com.android.cts.verifier.camera.intents.CameraIntentsActivity.*,CtsVerifierCameraTestCases,,,,114131539,,,Connectivity (Wifi / Telephony / Modem),Connectivity,2,,,,,
,7.4.7,H-1-1,Test Available,,,,android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest,testCameraOrientationAlignedWithDevice(),CtsCamera2TestCases,,,,,,,Connectivity (Wifi / Telephony / Modem),Connectivity,1,,,,,
,7.4.8,C-1-2,,,Yes,,android.hardware.cts.LowRamDeviceTest,testMinimumDataPartitionSize,CtsHardwareTestCases,,,,,,,,,,,,,,
,7.5,A-1-1,Not testable,,,,android.hardware.cts.LowRamDeviceTest,testMinimumMemory,CtsHardwareTestCases,,,New in Q,139080935,118935945,7102690,Camera,Camera,-1,,,,,
,7.5,C-1-2,Test Available,,,,android.hardware.cts.LowRamDeviceTest,testMinimumMemory,CtsHardwareTestCases,,,,,,,Camera,Camera,2,,,,,
,7.5,C-1-3,Test Available,,,,android.hardware.cts.LowRamDeviceTest,testMinimumMemory,CtsHardwareTestCases, Q-Privacy-Unenforceable,,New in Q,,124462769,6924719,Camera,Camera,2,,,,,
,7.5.1,C-1-2,Test Available,,,,android.hardware.cts.LowRamDeviceTest,testMinimumMemory,CtsHardwareTestCases,,,,,,,Camera,Camera,2,,,,,
,7.5.1,C-2-1,Not testable,,,,android.hardware.cts.LowRamDeviceTest,testMinimumMemory,CtsHardwareTestCases,,,,,,,Camera,Camera,-1,,,,,
,7.5.2.,C-1-2,Test Available,,,,android.hardware.cts.LowRamDeviceTest,testMinimumMemory,CtsHardwareTestCases,,,,,,,Camera,Camera,2,,,,,
,7.5.2.,C-1-3,Test Available,,,,android.hardware.cts.LowRamDeviceTest,testMinimumMemory,CtsHardwareTestCases,,,,,,,Camera,Camera,2,,,,,
,7.5.2.,C-1-4,Not testable,,,,android.hardware.cts.LowRamDeviceTest,testMinimumMemory,CtsHardwareTestCases,Camera 1 API. No ITS to test for camera1 APIS,,,,,,Camera,Camera,-1,,,,,
,7.5.2.,C-1-5,Not testable,,,,android.app.cts.DownloadManagerTest,testMinimumDownload(),CtsAppTestCases,Camera 1 API. No ITS to test for camera1 APIS,,,,,,Camera,Camera,-1,,,,,
,7.5.2.,C-1-6,Not testable,,,,android.hardware.cts.LowRamDeviceTest,testMinSharedDataPartitionSize,CtsHardwareTestCases,Camera 1 API. No ITS to test for camera1 APIS,,,,,,Camera,Camera,-1,,,,,
,7.5.2.,C-2-1,Not testable,,,,android.hardware.cts.LowRamDeviceTest,testMinimumMemory,CtsHardwareTestCases,Camera 1 API. No ITS to test for camera1 APIS,,,,,,Camera,Camera,-1,,,,,
,7.5.3,C-1-2,Other (see comment),,,,android.hardware.cts.LowRamDeviceTest,testMinimumMemory,CtsHardwareTestCases,"Existing Camera tests cover this requirement for
external cameras",,,,,,Camera,Camera,1,,,,,
,7.5.3,C-2-1,Not testable,,,,android.hardware.cts.LowRamDeviceTest,testMinimumMemory(),CtsHardwareTestCases,,,,123039305,,,Camera,Camera,-1,,,,,
,7.5.3,T-1-1,Not testable,,,,android.hardware.cts.LowRamDeviceTest,testMinimumMemory(),CtsHardwareTestCases,,,,,,,Camera,Camera,-1,,,,,
,7.5.4,C-0-11,Test Available,,,,android.hardware.cts.LowRamDeviceTest,testMinimumMemory(),CtsHardwareTestCases,,,New in Q,,127497237,7166722,Camera,Camera,2,,,,,
,7.5.4,C-0-12,,,Yes,,android.hardware.cts.LowRamDeviceTest,testMinimumMemory(),CtsHardwareTestCases,,,,,,,,,,,,,,
,7.5.4,C-1-1,Not testable,,,,android.hardware.cts.LowRamDeviceTest,testMinimumMemory(),CtsHardwareTestCases,,,New in Q,,127497237,7166722,Camera,Camera,-1,,,,,
,7.5.4,H-1-1,,,Yes,,android.hardware.cts.LowRamDeviceTest,testMinimumMemory(),CtsHardwareTestCases,,,New in Q,133786213,123773985,6923679,Camera,Camera,2,,,,,
,7.5.4.,C-0-10,Test Available,,,,android.hardware.cts.LowRamDeviceTest,testMinimumMemory(),CtsHardwareTestCases,,,,,,,Camera,Camera,2,,,,,
,7.5.4.,C-0-2,Test Available,,,,android.hardware.cts.LowRamDeviceTest,testMinimumMemory(),CtsHardwareTestCases,,,,,,,Camera,Camera,2,,,,,
,7.5.4.,C-0-3,Test Available,,,,android.app.cts.SystemFeaturesTest,testLowRamFeature(),CtsAppTestCases,,,,,,,Camera,Camera,2,,,,,
,7.5.4.,C-0-4,Test Available,,,,android.hardware.cts.LowRamDeviceTest,assertMinMemoryMb,CtsHardwareTestCases,,,,,,,Camera,Camera,2,,,,,
,7.5.4.,C-0-5,Test Available,,,,android.hardware.cts.LowRamDeviceTest,asserMinMemoryMb,CtsHardwareTestCases,,,,,,,Camera,Camera,1,,,,,
,7.5.4.,C-0-6,Test Available,,,,,,,,,,,,,Camera,Camera,1,,,,,
,7.5.4.,C-0-7,Test Available,,,,com.android.cts.externalstorageapp.CommonExternalStorageTest,testExternalStorageMounted,CtsAppSecurityHostTestCases,,,,,,,Camera,Camera,2,,,,,
,7.5.4.,C-0-8,Test Available,,,,android.permission.cts.NoSdCardWritePermissionTest,testWriteExternalStorage,CtsPermissionTestCases,,,,126747435,,,Camera,Camera,2,,,,,
,7.5.4.,C-0-9,Test Available,,,,,,,,,,,,,Camera,Camera,2,,,,,
,7.6.1,A-0-1,Test Available,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,A-1-1,Test Available,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,A-1-2,Test Available,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,A-1-3,Test Available,,,,android.hardware.cts.LowRamDeviceTest,testMinSharedDataPartitionSize,CtsHardwareTestCases,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,A-1-4,Test Available,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,A-2-1,Test Available,,,,com.android.cts.usb.TestUsbTest,testUsbSerial(),CtsUsbTests,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,A-2-2,Test Available,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,A-2-3,Test Available,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,A-2-4,Test Available,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,H-0-1,Test Available,,,,,,,,,,111752559,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,H-0-2,Test Available,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,H-1-1,Test Available,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,H-1-1,Test Available,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,H-2-1,Test Available,,,,"android.appsecurity.cts.DocumentsTest
android.content.cts.AvailableIntentsTest","testOpenDocumentAny
testCreateDocument
testGetContentAny
android.appsecurity.cts.DocumentsTest.*","CtsAppSecurityTestCases
CtsContentTestCases",,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,H-3-1,Test Available,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,H-4-1,Test Available,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,H-5-1,Test Available,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,H-6-1,Test Available,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,H-7-1,Test Available,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,H-8-1,Test Available,,,,android.app.cts.SystemFeaturesTest,testAudioOutputFeature(),CtsAppTestCases,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,H-9-1,Test Available,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,T-1-1,Test Available,,,,android.app.cts.SystemFeaturesTest,testAudioFeature,CtsAppTestCases,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,T-2-1,Test Available,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.6.1,W-0-1,Not testable,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,-1,,,,,
,7.6.2,C-0-4,Test Available,,,,,,,,,,,,,Security,Security,2,,,,,
,7.6.2,C-0-5,Test Missing,,,,,,,,,New in Q,135052664,121275794,7004020,Hardware(Memory and Storage),Memory & Storage,0,,,,,
,7.6.2,C-0-7,Test Missing,,,,,,,,,New in Q,135052664,121275794,7004020,Hardware(Memory and Storage),Memory & Storage,0,,,,,
,7.6.2,C-1-1,Not testable,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,-1,,,,,
,7.6.2,C-1-2,Not testable,,,,,,,,,,,,,Hardware(Memory and Storage),Memory & Storage,-1,,,,,
,7.6.2,H-0-1,Test Available,,,,"com.android.cts.verifier.audio.
AudioOutputDevicesNotificationTest","com.android.cts.verifier.audio.
AudioOutputDevicesNotificationTest.*",CtsVerifierAudioTestCases,,,,,,,Hardware(Memory and Storage),Memory & Storage,2,,,,,
,7.7.1,C-1-2,Test Available,,,,,,,,,,,,,Connectivity (NFC / BT / USB),Connectivity,2,,,,,
,7.7.1,C-1-3,Not testable,,,,,,,Cannot be tested without external equipments,,,,,,Connectivity (NFC / BT / USB),Connectivity,-1,,,,,
,7.7.1,C-2-1,Not testable,,,,,,,,,,,,,Connectivity (NFC / BT / USB),Connectivity,-1,,,,,
,7.7.1,C-2-2,Test Missing,,,,,,,,,,131906927,,,Connectivity (NFC / BT / USB),Connectivity,0,,,,,
,7.7.2,C-1-3,Not testable,,,,,,,,,,,,,Connectivity (NFC / BT / USB),Connectivity,-1,,,,,
,7.7.2,C-2-1,Test Missing,,,,,,,No Traction,,,132078849,,,Connectivity (NFC / BT / USB),Connectivity,0,,,,,
,7.7.2,C-2-2,Test Missing,,,,,,,No Traction,,,132078849,,,Connectivity (NFC / BT / USB),Connectivity,0,,,,,
,7.7.2,C-3-1,Test Available,,,,,,,,,,,,,Security,Security,2,,,,,
,7.7.2,C-4-1,Not testable,,,,,,,"Host mode is exposed via android.hardware.usb.host but
don't think dual role port type C unless manually verified",,,,,,Connectivity (NFC / BT / USB),Connectivity,-1,,,,,
,7.7.2,H-1-1,Test Missing,,,,,,,,,New in Q,136504629,64042820,7147262,Connectivity (NFC / BT / USB),Connectivity,0,,,,,
,7.8.1,A-0-1,Not testable,,,,,,,"Change language to must declare android.h
ardware.microphone and add a test to System
FeaturesTest",,,,,,Media (Audio),Media,-1,,,,,
,7.8.1,H-0-1,Manually Testable Missing Test,,,,com.android.cts.verifier.audio.HifiUltrasoundSpeakerTestActivity,com.android.cts.verifier.audio.HifiUltrasoundSpeakerTestActivity.*,CtsVerifierAudioTestCases,No API exposing hand-held feature,,,,,,Hardware(Memory and Storage),Memory & Storage,0.3,,,,,
,7.8.1,W-0-1,Not testable,,,,com.android.cts.verifer.audio.HifiUltrasoundSpeakerTestActivity,com.android.cts.verifer.audio.HifiUltrasoundSpeakerTestActivity.*,CtsVerifierAudioTestCases,"Consider changing the language Must include a microphone
and declare the android.hardware.microphone feature
so a test if(watch) assertTrue(FEATURE_MICROPHONE)
can be added to SystemFeaturesTest",,,,,,Media (Audio),Media,-1,,,,,
,7.8.2,A-0-2,Test Available,,,,com.android.cts.verifier.audioHifiUltrasoundSpeakerTestActivity,com.android.cts.verifier.audioHifiUltrasoundSpeakerTestActivity.*,CtsVerifierAudioTestCases,,,,,,,Media (Audio),Media,2,,,,,
,7.8.2,H-0-1,Manually Testable Missing Test,,,,android.vr.cts.VrFeaturesTest,testLackDeprecatedVrModeFeatures,CtsVrTestCases,No API exposing handheld feature,,,,,,Media (Audio),Media,0.1,,,,,
,7.8.2,T-0-1,Test Available,,,,com.android.cts.verifier.vr.VrListenerVerifierActivity,com.android.cts.verifier.vr.VrListenerVerifierActivity.*,CtsVerifierVrTestCases,,,,,,,Media (Audio),Media,2,,,,,
,7.8.2.1,C-1-2,Manually Testable Missing Test,,,,android.vr.cts.VrCpuTest,testHasAtLeastTwoCores(),CtsVrTestCases,,,,,,,Media (Audio),Media,0.1,,,,,
,7.8.2.1,C-1-3,Manually Testable Missing Test,,,,android.hardware.nativehardware.cts.HardwareBufferVrTest,testLayeredBuffersForVr,CtsGraphicsTestCases,Not Testable without external equipment,,,,,,Media (Audio),Media,0.1,,,,,
,7.8.2.1,C-1-4,Test Missing,,,,android.media.cts.DecoderTest,testVrHighPerformanceH264,CtsMediaTestCases,Not Testable without external equipment,,,119328806,,,Media (Audio),Media,0,,,,,
,7.8.2.1,C-1-5,Manually Testable Missing Test,,,,android.media.cts.DecoderTest,"testVrHighPerformanceHEVC
testVrHighPerformanceVP9",CtsMediaTestCases,,,,,,,Media (Audio),Media,0.1,,,,,
,7.8.2.1,C-1-6,Manually Testable Missing Test,,,,com.android.cts.deviceowner.VrTemperatureTest,testVrTemperatures,CtsDevicePolicyManagerTestCases,Not Testable without external equipment,,,,,,Media (Audio),Media,0.1,,,,,
,7.8.2.1,C-1-7,Manually Testable Missing Test,,,,android.vr.cts.VrDisplayTest,testDisplayResolution,CtsVrTestCases,Not Testable without external equipment,,,,,,Media (Audio),Media,0.1,,,,,
,7.8.2.1,C-2-1,Test Available,,,,android.vr.cts.VrDisplayTest,testRefreshRateIsAtLeast60Hz,CtsVrTestCases,,,,,,,Media (Audio),Media,1,,,,,
,7.8.2.2,H-1-2,Test Missing,,,,,,,,,New in Q,139763551,36515288,7415442,Media (Audio),Media,0,,,,,
,7.8.2.2,H-2-1,Test Missing,,,,,,,,,New in Q,139763551,36515288,7415442,Media (Audio),Media,0,,,,,
,7.8.2.2,H-3-1,Test Missing,,,,android.hardware.cts.SensorSupportTest,"testSupportsAccelerometer
testSupportsAccelerometerUncalibrated
testSupportsGyroscope
testSupportsGyroscopeUncalibrated
testSupportsMagneticFieldUncalibrated",CtsSensorTestCases,,,New in Q,139763551,36515288,7415442,Media (Audio),Media,0,,,,,
,7.8.2.2,H-4-1,Test Missing,,,,android.vr.cts.VrFeaturesTest,testLacksDeprecatedVrModeFeature(),CtsVrTestCases,,,New in Q,139763551,36515288,7415442,Media (Audio),Media,0,,,,,
,7.8.2.2,H-4-2,Test Missing,,,,android.hardware.cts.SensorSupportTest,"testSupportsAccelerometer
testSupportsAccelerometerUncalibrated
testSupportsGyroscope
testSupportsGyroscopeUncalibrated
testSupportsMagneticFieldUncalibrated",CtsSensorTestCases,,,New in Q,139763551,36515288,7415442,Media (Audio),Media,0,,,,,
,7.8.2.2,H-4-3,Test Missing,,,,android.hardware.cts.SensorParameterRangeTest,android.hardware.cts.SensorParameterRangeTest.*,CtsSensorTestCases,,,New in Q,139763551,36515288,7415442,Media (Audio),Media,0,,,,,
,7.8.2.2,H-4-4,Test Missing,,,,,,,,,New in Q,139763551,36515288,7415442,Media (Audio),Media,0,,,,,
,7.8.2.2,H-4-5,Test Missing,,,,DisplayMotionToPhotonLatencyHostTest,DayDreamTestSuite(DTS),DayDreamTestSuite(DTS),,,New in Q,139763551,36515288,7415442,Media (Audio),Media,0,,,,,
,7.8.2.2,H-4-6,Test Missing,,,,,,,,,New in Q,139763551,36515288,7415442,Media (Audio),Media,0,,,,,
,7.8.2.2,H-4-7,Test Missing,,,,DisplayGhostingHostTest,DayDreamTestSuite(DTS),DayDreamTestSuite(DTS),,,New in Q,139763551,36515288,7415442,Media (Audio),Media,0,,,,,
,7.8.3,C-1-2,Test Available,,,,android.vr.cts.VrFeaturesTest,testSustainedPerformanceModeSupported(),CtsVrTestCases,,,,,,,Media (Audio),Media,2,,,,,
,7.8.3,C-2-1,Test Available,,,,android.opengl.cts.OpenGlEsVersionTest,testOpenGlEsVersionForVrHighPerformance,CtsOpenGLTestCases,,,,,,,Media (Audio),Media,2,,,,,
,7.9.1,H-1-1,Test Available,,,,android.graphics.cts.VulkanFeaturesTest,testVulkanVersionForVrHighPerformance,CtsGraphicsTestCases,,,,,,,VR(Android Framework),VR,2,,,,,
,7.9.1,H-1-2,Test Available,,,,"android.opengl.cts.OpenGlEsVersionTest
android.vr.cts.VrExtensionBehaviorTest","testRequiredExtensionsForVrHighPerformance
testProtectedContent
testContextPriorityHigh
testContextPriorityMedium
testContextPriorityLow
testMutableRenderBuffer","CtsOpenGLTestCases
CtsVrTestCases",,,,,,,VR(Android Framework),VR,2,,,,,
,7.9.2,C-1-10,Test Available,,,,,,,,,,,,,Graphics,Graphics,2,,,,,
,7.9.2,C-1-11,Test Available,,,,"android.opengl.cts.OpenGlEsVersionTest
android.vr.cts.VrExtensionBehavorTest","testRequiredExtensionsForVrHighPerformance
testEglImageArray
testExternalBuffer","CtsOpenGLTestCases
CtsVrTestCases",,,,,,,Media,Media,2,,,,,
,7.9.2,C-1-12,Test Available,,,,"android.hardware.nativehardware.cts.jni.
AHardwareBufferGLTest","android.hardware.nativehardware.cts.jni.
AHardwareBufferGLTest.*",CtsNativeHardwareTestCases,,,,,,,Media,Media,2,,,,,
,7.9.2,C-1-13,Test Available,,,,,,,,,,,,,Enterprise,Enterprise,2,,,,,
,7.9.2,C-1-14,Test Available,,,,com.android.server.cts.GraphicsStatsValidationTest.java,testBasicDrawFrame(),CtsIncidentHostTestCases,,,,,,,VR(Android Framework),VR,2,,,,,
,7.9.2,C-1-15,Test Available,,,,android.ui.cts.ScrollingTest,testFullScrolling(),CtsUiDeviceTestCases,,,,,,,VR(Android Framework),VR,2,,,,,
,7.9.2,C-1-17,Not testable,,,,android.taskswitching.control.cts.TaskSwitchingDeviceTest.java,testMeasureTaskSwitching(),CtsUiHostTestCases,,,,,,,DayDream,DayDream,-1,,,,,
,7.9.2,C-1-18,Not testable,,,,com.android.server.cts.GraphicsStatsValidationTest,testBasicDrawFrame(),CtsIncidentHostTestCases,,,,,,,DayDream,DayDream,-1,,,,,
,7.9.2,C-1-19,Test Available,,,,,,,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.9.2,C-1-2,Test Available,,,,android.filesystem.cts.SequentialRWTest,testSingleSequentialWrite(),CtsFileSystemTestCases,,,,,,,VR(Android Framework),VR,2,,,,,
,7.9.2,C-1-20,Test Available,,,,android.filesystem.cts.RandomRWTest,testRandomUpdate(),CtsFileSystemTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.9.2,C-1-21,Test Available,,,,android.filesystem.cts.SequentialRWTest,testSingleSequentialRead(),CtsFileSystemTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.9.2,C-1-22,Not testable,,,,android.filesystem.cts.RandomRWTest,testRandomRead(),CtsFileSystemTestCases,,,,,,,DayDream,DayDream,-1,,,,,
,7.9.2,C-1-22,Test Available,,,,android.filesystem.cts.SequentialRWTest,testSingleSequentialWrite(),CtsFileSystemTestCases,,,,,,,DayDream,DayDream,2,,,,,
,7.9.2,C-1-23,Not testable,,,,android.filesystem.cts.RandomRWTest,testRandomUpdate(),CtsFileSystemTestCases,"See 120853001 for details. TLDR: daydream is not adding
or maintaining tests for VR devices",,,120853001,,,VR(Android Framework),VR,0,,,,,
,7.9.2,C-1-23,Test Available,,,,android.filesystem.cts.SequentialRWTest,testSingleSequentialRead(),CtsFileSystemTestCases,,,,,,,DayDream,DayDream,2,,,,,
,7.9.2,C-1-3,Test Available,,,,android.filesystem.cts.RandomRWTest,testRandomRead(),CtsFileSystemTestCases,,,,,,,VR(Android Framework),VR,2,,,,,
,7.9.2,C-1-4,Test Available,,,,,,,,,,,,,Graphics,Graphics,2,,,,,
,7.9.2,C-1-5,Test Available,,,,,,,,,,,,,Graphics,Graphics,2,,,,,
,7.9.2,C-1-6,Test Available,,,,com.android.cts.verifier.battery.BatterySaverTestActivity,com.android.cts.verifier.battery.BatterySaverTestActivity.*,CtsVerifierBatteryTestCase,,,,,,,Graphics,Graphics,2,,,,,
,7.9.2,C-1-7,Not testable,,,,android.systemintents.cts.TestSystemIntents,testSystemIntents,CtsSystemIntentTestCases,,,,,,,DayDream,DayDream,-1,,,,,
,7.9.2,C-1-8,Test Available,,,,"android.alarmmanager.cts.*
android.JobScheduler.cts.*
android.net.cts.*","android.alarmmanager.cts.*
android.JobScheduler.cts.*
android.net.cts.*","CtsAlarmManagerTestCases
CtsJobSchedulerTestCases
CtsNetTestCases",,,,,,,Graphics,Graphics,2,,,,,
,7.9.2,C-1-9,Test Available,,,,,,,,,,,,,C++/NDK,C++/NDK,2,,,,,
,7.9.2,C-2-1,Test Missing,,,,android.alarmmanager.cts.AppStandyTests,android.alarmmanager.cts.AppStandbyTest.*,"CtsAlarmManagerTestCases
CtsJobSchedulerTestCases
CtsNetTestCases",,,,74412493,,,VR(Android Framework),VR,0,,,,,
,8.1,H-0-2,Test Available,,,,android.app.usage.cts.AppIdleHostTest,"testSetAppStandbyBucket
testSetAppStandyBucket
testCantSetOwnStandbyBucket
testOutofBoundStandbyBucket",CtsUsageTestCases,,,,,,,Systems & Performance,Systems & Performance,2,,,,,
,8.1,H-0-3,Test Available,,,,android.alarmmanager.cts.AppStandyTests,public void *,CtsAlarmManagerTestCases,,,,,,,Systems & Performance,Systems & Performance,1,,,,,
,8.2,A-0-1,Not testable,,,,android.os.cts.batterysaving,testActivateBatterySaver,CtsBatterySavingTestCases,System API(Need GTS test case),,,,,,Framework(API compatibility),Framework,-1,,,,,
,8.2,H-0-1,Test Available,,,,com.android.cts.verifier.battery.BatterySaverTestActivity,"com.android.cts.verifier.battery.
BatterySaverTestActivity.*",CtsVerifierBatteryTestCase,,,,,,,Systems & Performance,Systems & Performance,1,,,,,
,8.2,H-0-2,Test Available,,,,android.systemintents.ctsTestSystemIntents,testSystemIntents,CtsSystemIntentTestCases,,,,,,,Systems & Performance,Systems & Performance,1,,,,,
,8.2,H-0-3,Test Available,,,,com.android.cts.verifier.battery.BatterySaverTestActivity,com.android.cts.verifier.battery.BatterySaverTestActivity.*,CtsVerifierBatteryTestCases,,,,,,,Systems & Performance,Systems & Performance,1,,,,,
,8.2,H-0-4,Test Available,,,,,,,,,,,,,Systems & Performance,Systems & Performance,1,,,,,
,8.2,T-0-1,Test Available,,,,android.systemintents.cts.TestSystemIntents,testSystemInents,CtsSystemIntentTestCases,,,,,,,Systems & Performance,Systems & Performance,2,,,,,
,8.2,T-0-2,Test Available,,,,android.dumpsys.cts.BatteryStatsDumpSysTest,testBatteryStatsOutput(),CtsDumpSysHostTestCases,,,,,,,Systems & Performance,Systems & Performance,2,,,,,
,8.2,T-0-3,Test Available,,,,android.dumpsys.cts.BatteryStatsDumpSysTest,testBatteryStatsOutput(),CtsDumpSysHostTestCases,,,,,,,Systems & Performance,Systems & Performance,2,,,,,
,8.2,T-0-4,Test Available,,,,android.dumpsys.cts.BatteryStatsDumpSysTest,testThreadCupTimeNanos(),CtsDumpSysHostTestCases,,,,,,,Systems & Performance,Systems & Performance,2,,,,,
,8.3,A-1-2,Test Missing,,,,android.dumpsys.cts.BatteryStatsDumpSysTest,testBatteryStatsOutput(),CtsDumpSysHostTestCases,,,New in Q,139188881,120432704,7063114,Battery / System Health,Systems & Performance,0,,,,,
,8.3,A-1-3,Test Available,,,,android.dumpsys.cts.BatteryStatsDumpSysTest,testBatteryStatsOutput(),CtsDumpSysHostTestCases,,,,123045487,,,Framework(Settings UI),Framework,2,,,,,
,8.3,A-1-4,Test Available,,,,android.dumpsys.cts.BatteryStatsDumpSysTest,testBatteryStatsOutput(),CtsDumpSysHostTestCases,,,,,,,Framework(Settings UI),Framework,1,,,,,
,8.3,C-1-1,Not testable,,,,android.dumpsys.cts.BatteryStatsDumpSysTest,testThreadCupTimeNanos(),CtsDumpSysHostTestCases,,,,,,,Battery / System Health,Systems & Performance,-1,,,,,
,8.3,C-1-2,Test Available,,,,android.dumpsys.cts.BatteryStatsDumpSysTest,testBatteryStatsOutput(),CtsDumpSysHostTestCases,,,,,,,Battery / System Health,Systems & Performance,2,,,,,
,8.3,C-1-3,Test Available,,,,android.content.cts.AvailableIntentsTest,testPowerUsageSummarySettings,CtsContentTestCases,,,,,,,Battery / System Health,Systems & Performance,2,,,,,
